epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
131,324.591,2.85395,1.7473,1.6522,0.27867,0.35463,0.25915,0.10433,3.07568,2.4927,2.02133,0.000445625,0.000445625,0.000445625
132,326.211,2.96005,1.76227,1.65337,0.2802,0.37466,0.29939,0.12106,2.91217,2.42238,1.9303,0.000439437,0.000439437,0.000439437
133,327.701,2.86563,1.81923,1.70359,0.33146,0.3904,0.32603,0.13289,2.85704,2.40235,1.90216,0.00043325,0.00043325,0.00043325
134,329.965,2.79502,1.80989,1.69366,0.42689,0.50308,0.43977,0.1703,2.75504,2.30135,1.86917,0.000427062,0.000427062,0.000427062
135,335.873,2.85842,1.80087,1.74708,0.42517,0.48357,0.43745,0.17183,2.78528,2.32656,1.87601,0.000420875,0.000420875,0.000420875
136,345.365,2.89534,1.82111,1.73406,0.45166,0.39535,0.38952,0.14637,2.87072,2.30879,1.90801,0.000414688,0.000414688,0.000414688
137,347.373,2.78934,1.71514,1.67589,0.45046,0.36883,0.3976,0.14048,2.97329,2.19051,1.98066,0.0004085,0.0004085,0.0004085
138,348.937,2.81064,1.75241,1.68013,0.41049,0.40449,0.39813,0.15548,2.90894,2.25881,1.96294,0.000402312,0.000402312,0.000402312
139,350.427,2.86056,1.8035,1.71911,0.46402,0.39866,0.39851,0.14792,2.85602,2.31122,1.95532,0.000396125,0.000396125,0.000396125
140,351.983,2.84643,1.76256,1.69166,0.41726,0.33348,0.33395,0.12619,2.98809,2.4005,1.9753,0.000389938,0.000389938,0.000389938
141,353.526,2.82472,1.72933,1.66014,0.29019,0.26454,0.2282,0.0906,3.17683,2.45937,2.0639,0.00038375,0.00038375,0.00038375
142,355.071,2.76202,1.73839,1.70288,0.41401,0.34401,0.32378,0.1143,2.94831,2.23423,1.96941,0.000377563,0.000377563,0.000377563
143,356.493,2.85342,1.74067,1.73736,0.37909,0.47928,0.40187,0.14407,2.84014,2.16047,1.91199,0.000371375,0.000371375,0.000371375
144,357.976,2.89004,1.76079,1.69642,0.39908,0.46176,0.39121,0.16051,2.78159,2.37101,1.86722,0.000365188,0.000365188,0.000365188
145,361.33,2.88756,1.74467,1.65685,0.46386,0.43658,0.38227,0.15114,2.97625,2.42513,1.92521,0.000359,0.000359,0.000359
146,362.824,2.80156,1.74764,1.72747,0.436,0.42822,0.4143,0.16085,2.81665,2.32903,1.8718,0.000352812,0.000352812,0.000352812
147,364.338,2.83586,1.7239,1.70496,0.43514,0.42358,0.41189,0.12067,2.86473,2.24272,1.90164,0.000346625,0.000346625,0.000346625
148,365.812,2.82322,1.67021,1.70018,0.39609,0.43757,0.39897,0.13374,2.79329,2.28448,1.85817,0.000340438,0.000340438,0.000340438
149,367.332,2.74118,1.67572,1.64107,0.31182,0.38018,0.34624,0.12987,2.99998,2.4031,1.95554,0.00033425,0.00033425,0.00033425
150,368.884,2.83128,1.68718,1.66519,0.32471,0.28571,0.26986,0.10368,3.01572,2.48457,1.96085,0.000328063,0.000328063,0.000328063
151,370.446,2.75015,1.66072,1.6545,0.20092,0.39383,0.21743,0.07915,3.03575,2.52823,1.96572,0.000321875,0.000321875,0.000321875
152,371.97,2.73946,1.71505,1.67504,0.23338,0.3977,0.24139,0.08243,2.95611,2.42762,1.9106,0.000315687,0.000315687,0.000315687
153,373.441,2.74645,1.70859,1.64091,0.33374,0.49383,0.3676,0.14103,2.75929,2.27107,1.8343,0.0003095,0.0003095,0.0003095
154,375.519,2.79084,1.72909,1.67493,0.45696,0.44738,0.47576,0.18445,2.69118,2.16769,1.8143,0.000303313,0.000303313,0.000303313
155,377.085,2.77536,1.6468,1.65808,0.44294,0.42924,0.46127,0.18001,2.73347,2.20251,1.82249,0.000297125,0.000297125,0.000297125
156,378.541,2.76745,1.66075,1.66864,0.60488,0.42777,0.39471,0.15466,2.94629,2.31539,1.92553,0.000290937,0.000290937,0.000290937
157,380.06,2.69997,1.62426,1.62525,0.38482,0.44115,0.42819,0.16728,2.84857,2.30348,1.88735,0.00028475,0.00028475,0.00028475
158,381.523,2.74306,1.68393,1.68017,0.44155,0.42167,0.4327,0.16777,2.74026,2.30048,1.84316,0.000278562,0.000278562,0.000278562
159,382.957,2.69834,1.71227,1.6972,0.51758,0.40021,0.44335,0.17599,2.71373,2.28203,1.83434,0.000272375,0.000272375,0.000272375
160,384.41,2.85281,1.71719,1.66752,0.48839,0.41789,0.45057,0.17445,2.80012,2.20888,1.90516,0.000266187,0.000266187,0.000266187
161,385.981,2.75421,1.60792,1.64772,0.48171,0.35598,0.38791,0.1449,2.77172,2.3456,1.90052,0.00026,0.00026,0.00026
162,387.508,2.75962,1.62214,1.62658,0.28045,0.44379,0.27985,0.10093,2.88627,2.65919,1.87258,0.000253812,0.000253812,0.000253812
163,388.997,2.78536,1.6534,1.61938,0.26428,0.42198,0.2745,0.09964,3.07614,2.70341,1.9524,0.000247625,0.000247625,0.000247625
164,390.404,2.71582,1.66914,1.61227,0.47204,0.33292,0.36508,0.1393,2.89628,2.53903,1.88708,0.000241438,0.000241438,0.000241438
165,391.951,2.75588,1.69721,1.69527,0.52407,0.35509,0.39825,0.15103,2.75704,2.37141,1.83695,0.00023525,0.00023525,0.00023525
166,393.871,2.76873,1.68994,1.6893,0.49447,0.39402,0.42194,0.15169,2.74299,2.30223,1.82829,0.000229063,0.000229063,0.000229063
167,395.319,2.68505,1.63542,1.63263,0.4576,0.49895,0.45348,0.17326,2.72646,2.27337,1.81684,0.000222875,0.000222875,0.000222875
168,396.779,2.74121,1.65023,1.61929,0.39665,0.49221,0.45411,0.17617,2.70424,2.30429,1.806,0.000216688,0.000216688,0.000216688
169,398.303,2.76311,1.67813,1.64463,0.40953,0.46123,0.435,0.171,2.76173,2.35646,1.82395,0.0002105,0.0002105,0.0002105
170,399.754,2.70188,1.67423,1.63841,0.42272,0.45284,0.41441,0.16427,2.82203,2.37148,1.85263,0.000204313,0.000204313,0.000204313
171,401.309,2.87584,1.64962,1.62908,0.42829,0.45199,0.41769,0.16495,2.81441,2.35957,1.84876,0.000198125,0.000198125,0.000198125
172,402.868,2.74125,1.64169,1.64702,0.39359,0.47498,0.40406,0.15847,2.85295,2.38984,1.86171,0.000191938,0.000191938,0.000191938
173,404.334,2.70921,1.62571,1.60291,0.40884,0.46913,0.42489,0.16456,2.79403,2.31714,1.8472,0.00018575,0.00018575,0.00018575
174,407.128,2.70419,1.64809,1.65851,0.44713,0.44923,0.42942,0.16768,2.74145,2.20047,1.84704,0.000179563,0.000179563,0.000179563
175,408.73,2.71471,1.67687,1.64321,0.47467,0.41292,0.42804,0.15967,2.75218,2.21043,1.84965,0.000173375,0.000173375,0.000173375
176,410.299,2.69273,1.60501,1.62815,0.37891,0.33878,0.36034,0.13588,2.76267,2.34974,1.85415,0.000167188,0.000167188,0.000167188
177,412.629,2.71629,1.56209,1.60698,0.3549,0.31599,0.34511,0.1347,2.77351,2.41783,1.85528,0.000161,0.000161,0.000161
178,414.285,2.72137,1.5944,1.61635,0.39152,0.34713,0.3862,0.15278,2.7979,2.37987,1.86138,0.000154812,0.000154812,0.000154812
179,415.695,2.67484,1.61705,1.60465,0.48476,0.38344,0.41997,0.17023,2.74376,2.29763,1.84944,0.000148625,0.000148625,0.000148625
180,417.196,2.67603,1.58272,1.62247,0.49335,0.40287,0.43467,0.17857,2.69383,2.24808,1.83195,0.000142437,0.000142437,0.000142437
181,418.721,2.7038,1.61961,1.60357,0.5387,0.42297,0.44786,0.17875,2.71502,2.21426,1.83247,0.00013625,0.00013625,0.00013625
182,420.128,2.66231,1.68304,1.64696,0.50161,0.42795,0.43946,0.16939,2.73813,2.18249,1.84048,0.000130062,0.000130062,0.000130062
183,421.642,2.71162,1.56513,1.61211,0.49808,0.46001,0.44788,0.17104,2.72876,2.15705,1.83052,0.000123875,0.000123875,0.000123875
184,423.27,2.76074,1.62704,1.60741,0.55461,0.44078,0.45384,0.17623,2.73813,2.20081,1.81664,0.000117687,0.000117687,0.000117687
185,424.769,2.72598,1.62344,1.6377,0.5431,0.40447,0.45097,0.17801,2.74443,2.22598,1.81307,0.0001115,0.0001115,0.0001115
186,426.296,2.63128,1.58817,1.62488,0.55167,0.38454,0.4509,0.18112,2.72713,2.26553,1.81431,0.000105312,0.000105312,0.000105312
187,428.521,2.70059,1.60921,1.5964,0.50468,0.39427,0.45111,0.18373,2.72302,2.29145,1.82455,9.9125e-05,9.9125e-05,9.9125e-05
188,430.028,2.67846,1.61279,1.6079,0.51431,0.41637,0.45975,0.18903,2.70287,2.2583,1.82503,9.29375e-05,9.29375e-05,9.29375e-05
189,431.487,2.64936,1.5532,1.60091,0.5398,0.42704,0.46529,0.19166,2.69313,2.23825,1.81905,8.675e-05,8.675e-05,8.675e-05
190,433.069,2.67293,1.57802,1.60812,0.54044,0.43221,0.46257,0.18838,2.70045,2.24132,1.81691,8.05625e-05,8.05625e-05,8.05625e-05
191,468.477,2.61536,1.64397,1.70051,0.51661,0.43454,0.45705,0.18623,2.71827,2.24402,1.81898,7.4375e-05,7.4375e-05,7.4375e-05
192,469.848,2.67545,1.65592,1.72016,0.52503,0.45072,0.46239,0.18782,2.70549,2.23429,1.8126,6.81875e-05,6.81875e-05,6.81875e-05
193,471.167,2.61895,1.75338,1.7472,0.51775,0.45484,0.46071,0.1844,2.70327,2.24989,1.81042,6.2e-05,6.2e-05,6.2e-05
194,472.542,2.56932,1.58652,1.64371,0.49109,0.45584,0.44151,0.17514,2.70941,2.28786,1.81621,5.58125e-05,5.58125e-05,5.58125e-05
195,473.944,2.53883,1.63384,1.6718,0.48442,0.42873,0.4174,0.16542,2.71308,2.31541,1.82085,4.9625e-05,4.9625e-05,4.9625e-05
196,475.31,2.58786,1.60819,1.66437,0.43729,0.41041,0.38986,0.15324,2.71656,2.35556,1.82466,4.34375e-05,4.34375e-05,4.34375e-05
197,476.683,2.69303,1.64361,1.69125,0.42516,0.39941,0.38601,0.15214,2.71526,2.35708,1.82403,3.725e-05,3.725e-05,3.725e-05
198,478.068,2.56736,1.64557,1.6701,0.42295,0.39155,0.38739,0.15629,2.72085,2.34794,1.82628,3.10625e-05,3.10625e-05,3.10625e-05
199,479.442,2.59674,1.62329,1.66855,0.43656,0.39338,0.3965,0.15968,2.72,2.33104,1.82612,2.4875e-05,2.4875e-05,2.4875e-05
200,480.863,2.5786,1.61042,1.67977,0.45098,0.41127,0.41524,0.16742,2.7175,2.30224,1.8247,1.86875e-05,1.86875e-05,1.86875e-05
