epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
95,332.632,1.8945,1.01912,1.2163,0.5071,0.60742,0.53644,0.23779,2.23243,1.91921,1.52401,0.000668375,0.000668375,0.000668375
96,344.058,1.82731,0.9852,1.19407,0.5284,0.51375,0.46529,0.19097,2.23585,1.97992,1.53939,0.000662188,0.000662188,0.000662188
97,346.342,1.86918,0.99036,1.19442,0.48973,0.38852,0.39911,0.15712,2.25448,2.08137,1.55703,0.000656,0.000656,0.000656
98,347.83,1.87504,0.99196,1.22096,0.49104,0.37482,0.38639,0.15706,2.24834,2.06601,1.56002,0.000649813,0.000649813,0.000649813
99,350.55,1.83506,0.98603,1.1803,0.56862,0.39579,0.40594,0.1717,2.21962,2.00515,1.52837,0.000643625,0.000643625,0.000643625
100,351.963,1.91609,1.0054,1.19306,0.5301,0.44825,0.43701,0.1951,2.26987,1.79827,1.54811,0.000637437,0.000637437,0.000637437
101,353.48,1.88071,0.97642,1.1886,0.56627,0.47466,0.48271,0.22542,2.23432,1.73556,1.52452,0.00063125,0.00063125,0.00063125
102,361.141,1.83598,0.97536,1.18705,0.49419,0.4561,0.44674,0.19741,2.25643,1.84079,1.52882,0.000625062,0.000625062,0.000625062
103,362.785,1.85697,0.97115,1.18221,0.4032,0.48966,0.43099,0.18588,2.25949,1.87933,1.52412,0.000618875,0.000618875,0.000618875
104,367.555,1.87514,0.98574,1.21219,0.46631,0.44497,0.41875,0.17581,2.2843,1.87807,1.54729,0.000612687,0.000612687,0.000612687
105,369.059,1.84087,0.96188,1.19431,0.61563,0.46214,0.45927,0.19434,2.32379,1.89734,1.56357,0.0006065,0.0006065,0.0006065
106,370.417,1.82944,0.96547,1.20096,0.5015,0.39027,0.40486,0.16952,2.24366,1.93361,1.53777,0.000600313,0.000600313,0.000600313
107,375.118,1.81891,0.95516,1.19254,0.44539,0.32963,0.34959,0.13953,2.28207,2.09115,1.56972,0.000594125,0.000594125,0.000594125
108,376.644,1.80385,0.93318,1.15446,0.42721,0.38764,0.36267,0.15153,2.20916,1.9906,1.54054,0.000587938,0.000587938,0.000587938
109,378.087,1.798,0.93897,1.17799,0.50158,0.4349,0.41422,0.17838,2.19512,1.81579,1.52002,0.00058175,0.00058175,0.00058175
110,379.508,1.81016,0.95907,1.16727,0.44379,0.38778,0.36883,0.15895,2.1697,1.91568,1.5032,0.000575563,0.000575563,0.000575563
111,380.867,1.84127,0.97634,1.19438,0.37794,0.40682,0.34196,0.14341,2.21274,2.04111,1.54352,0.000569375,0.000569375,0.000569375
112,382.341,1.83301,0.95074,1.17023,0.40119,0.40727,0.37602,0.14926,2.26213,1.90783,1.5599,0.000563187,0.000563187,0.000563187
113,383.777,1.88274,0.96472,1.17882,0.46643,0.41769,0.41272,0.17023,2.2432,1.78291,1.5375,0.000557,0.000557,0.000557
114,385.149,1.79747,0.93957,1.16768,0.43794,0.38706,0.39968,0.16282,2.21363,1.88216,1.54006,0.000550813,0.000550813,0.000550813
115,390.966,1.76863,0.92644,1.1668,0.41802,0.40064,0.40086,0.15997,2.22298,1.89602,1.56206,0.000544625,0.000544625,0.000544625
116,392.601,1.76993,0.92052,1.17277,0.44039,0.45822,0.43125,0.18074,2.21468,1.97802,1.55223,0.000538438,0.000538438,0.000538438
117,397.861,1.81567,0.95808,1.18159,0.53684,0.46995,0.46287,0.19917,2.20924,1.95923,1.53285,0.00053225,0.00053225,0.00053225
118,399.622,1.87297,0.969,1.2001,0.6507,0.48512,0.52114,0.2346,2.19201,1.75831,1.50774,0.000526063,0.000526063,0.000526063
119,401.813,1.76797,0.93202,1.17009,0.51467,0.47066,0.4906,0.21609,2.19118,1.76713,1.51355,0.000519875,0.000519875,0.000519875
120,403.267,1.80384,0.94223,1.16564,0.4791,0.41765,0.40704,0.17232,2.18583,2.02128,1.52701,0.000513688,0.000513688,0.000513688
121,404.652,1.76935,0.95818,1.17659,0.46547,0.417,0.40451,0.16855,2.18837,2.09371,1.53265,0.0005075,0.0005075,0.0005075
122,406.135,1.76122,0.89013,1.15126,0.51367,0.40093,0.41841,0.17115,2.25815,1.93266,1.55435,0.000501313,0.000501313,0.000501313
123,407.553,1.82484,0.94508,1.16923,0.51487,0.41389,0.43935,0.17999,2.24764,1.80367,1.52462,0.000495125,0.000495125,0.000495125
124,410.113,1.72306,0.90725,1.15257,0.46916,0.42615,0.41167,0.16939,2.22517,1.80661,1.51013,0.000488938,0.000488938,0.000488938
125,411.499,1.7868,0.9157,1.15983,0.43017,0.42327,0.39711,0.15368,2.26629,1.88087,1.52797,0.00048275,0.00048275,0.00048275
126,412.97,1.77819,0.90109,1.14953,0.51878,0.4147,0.41352,0.17187,2.21989,1.84298,1.51145,0.000476562,0.000476562,0.000476562
127,421.223,1.77707,0.92179,1.17551,0.51109,0.43356,0.43346,0.18906,2.203,1.79411,1.5154,0.000470375,0.000470375,0.000470375
128,425.267,1.76217,0.88884,1.14038,0.52848,0.41717,0.44553,0.19132,2.22059,1.85341,1.52095,0.000464188,0.000464188,0.000464188
129,427.321,1.74249,0.92239,1.15682,0.48768,0.43586,0.43565,0.18102,2.25102,1.87199,1.52899,0.000458,0.000458,0.000458
130,428.757,1.81424,0.92101,1.16274,0.45818,0.42486,0.43372,0.17513,2.28213,1.84188,1.54148,0.000451813,0.000451813,0.000451813
131,435.31,1.73427,0.90123,1.12908,0.42792,0.435,0.42404,0.17153,2.2719,1.87943,1.54405,0.000445625,0.000445625,0.000445625
