epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
132,436.902,1.81222,0.90576,1.13369,0.47841,0.42457,0.42489,0.18203,2.18736,1.80741,1.51562,0.000439437,0.000439437,0.000439437
133,438.354,1.76004,0.905,1.15293,0.49534,0.42865,0.42683,0.1794,2.20742,1.77526,1.5311,0.00043325,0.00043325,0.00043325
134,443.252,1.67731,0.87656,1.13285,0.5161,0.43007,0.43939,0.1778,2.21803,1.73775,1.52355,0.000427062,0.000427062,0.000427062
135,452.391,1.717,0.9035,1.15915,0.49741,0.44412,0.44145,0.18364,2.20677,1.74052,1.49796,0.000420875,0.000420875,0.000420875
136,463.977,1.76597,0.92737,1.16991,0.5267,0.47695,0.46259,0.20304,2.18515,1.68888,1.47144,0.000414688,0.000414688,0.000414688
137,465.616,1.7269,0.87942,1.14251,0.55619,0.46968,0.47606,0.20374,2.21933,1.68835,1.49665,0.0004085,0.0004085,0.0004085
138,467.087,1.6563,0.87146,1.11543,0.46252,0.42134,0.42671,0.18416,2.20351,1.88909,1.51144,0.000402312,0.000402312,0.000402312
139,468.464,1.71261,0.89906,1.1491,0.45699,0.41691,0.42345,0.18234,2.18795,1.89294,1.50431,0.000396125,0.000396125,0.000396125
140,469.893,1.74362,0.9016,1.13953,0.53181,0.44094,0.46082,0.20337,2.18062,1.73531,1.49857,0.000389938,0.000389938,0.000389938
141,473.814,1.68509,0.86983,1.122,0.56817,0.43505,0.47434,0.21048,2.19505,1.71156,1.51186,0.00038375,0.00038375,0.00038375
142,475.692,1.65337,0.87303,1.13572,0.51802,0.40213,0.42957,0.19017,2.17055,1.85677,1.51428,0.000377563,0.000377563,0.000377563
143,477.094,1.69386,0.89249,1.15334,0.52306,0.41245,0.41499,0.18285,2.18055,1.8783,1.53842,0.000371375,0.000371375,0.000371375
144,478.541,1.72487,0.88747,1.13518,0.49924,0.42802,0.42619,0.18248,2.2248,1.84265,1.56699,0.000365188,0.000365188,0.000365188
145,484.321,1.72824,0.86872,1.12608,0.47988,0.42722,0.42203,0.17802,2.27184,1.84399,1.5911,0.000359,0.000359,0.000359
146,485.802,1.64324,0.85163,1.13182,0.47018,0.41448,0.41683,0.17252,2.25022,1.87306,1.5606,0.000352812,0.000352812,0.000352812
147,487.276,1.65891,0.86371,1.11761,0.47901,0.40923,0.41241,0.17126,2.23443,1.91,1.54897,0.000346625,0.000346625,0.000346625
148,488.67,1.64536,0.84634,1.127,0.4978,0.42744,0.42486,0.17275,2.28726,1.94975,1.58197,0.000340438,0.000340438,0.000340438
149,490.125,1.66557,0.85875,1.12478,0.54003,0.51956,0.46994,0.19174,2.28545,1.89684,1.58295,0.00033425,0.00033425,0.00033425
150,491.61,1.69451,0.85755,1.12457,0.52288,0.46357,0.45208,0.18817,2.24308,1.8774,1.55929,0.000328063,0.000328063,0.000328063
151,493.103,1.65998,0.84095,1.10935,0.50671,0.38958,0.41855,0.17113,2.25889,2.02751,1.5698,0.000321875,0.000321875,0.000321875
152,494.573,1.6329,0.84599,1.11511,0.48798,0.3916,0.39183,0.15797,2.2701,2.16658,1.58215,0.000315687,0.000315687,0.000315687
153,495.982,1.65594,0.83851,1.11625,0.51687,0.41721,0.41369,0.17287,2.22699,2.07216,1.55198,0.0003095,0.0003095,0.0003095
154,500.585,1.66462,0.84989,1.119,0.51497,0.43354,0.44349,0.1977,2.1693,1.92232,1.50651,0.000303313,0.000303313,0.000303313
155,502.118,1.64792,0.83377,1.11355,0.51043,0.45452,0.46762,0.20706,2.17643,1.88614,1.50384,0.000297125,0.000297125,0.000297125
156,503.513,1.64726,0.84584,1.12014,0.5275,0.4494,0.46634,0.20674,2.14776,1.87785,1.4998,0.000290937,0.000290937,0.000290937
157,505.015,1.61813,0.81062,1.10336,0.5159,0.44752,0.46271,0.20688,2.15269,1.84292,1.51545,0.00028475,0.00028475,0.00028475
158,506.44,1.65128,0.8344,1.11801,0.51649,0.44016,0.45099,0.19813,2.18094,1.86352,1.52051,0.000278562,0.000278562,0.000278562
159,507.866,1.61597,0.84248,1.12466,0.51524,0.43248,0.44779,0.18869,2.22371,1.88296,1.53704,0.000272375,0.000272375,0.000272375
160,509.298,1.68264,0.85058,1.10903,0.51384,0.44449,0.44092,0.18511,2.23367,1.87042,1.54919,0.000266187,0.000266187,0.000266187
161,511.325,1.65599,0.81662,1.11107,0.54906,0.42995,0.44638,0.18806,2.20813,1.8862,1.54148,0.00026,0.00026,0.00026
162,512.804,1.665,0.82668,1.1059,0.53871,0.44521,0.44805,0.1875,2.19163,1.97518,1.5196,0.000253812,0.000253812,0.000253812
163,514.244,1.66479,0.8388,1.09483,0.54334,0.45167,0.45868,0.18989,2.20404,1.96814,1.51554,0.000247625,0.000247625,0.000247625
164,515.613,1.62029,0.82868,1.09424,0.58328,0.45374,0.47323,0.19951,2.21303,1.84388,1.50883,0.000241438,0.000241438,0.000241438
165,517.075,1.66236,0.85238,1.12889,0.61593,0.47414,0.49349,0.21577,2.18491,1.75042,1.49077,0.00023525,0.00023525,0.00023525
166,518.961,1.64044,0.8334,1.11599,0.63509,0.47832,0.49624,0.21956,2.17355,1.74409,1.48034,0.000229063,0.000229063,0.000229063
167,520.728,1.63163,0.83301,1.11283,0.55808,0.47224,0.47471,0.20436,2.19538,1.79188,1.50606,0.000222875,0.000222875,0.000222875
168,522.368,1.61597,0.82497,1.09557,0.53278,0.48592,0.46937,0.19812,2.23283,1.83455,1.55849,0.000216688,0.000216688,0.000216688
169,524.107,1.65289,0.83634,1.10671,0.52848,0.48143,0.46249,0.19788,2.22136,1.86467,1.55194,0.0002105,0.0002105,0.0002105
170,525.725,1.59029,0.82246,1.10079,0.51232,0.47645,0.4521,0.1958,2.19151,1.89197,1.51798,0.000204313,0.000204313,0.000204313
171,527.671,1.67595,0.83151,1.09178,0.52374,0.45679,0.44604,0.19661,2.17113,1.86457,1.49738,0.000198125,0.000198125,0.000198125
172,529.191,1.63018,0.83229,1.113,0.51614,0.46041,0.44803,0.19746,2.17981,1.83046,1.50209,0.000191938,0.000191938,0.000191938
173,530.603,1.61432,0.81647,1.09203,0.51205,0.46504,0.44879,0.19858,2.1768,1.82839,1.50628,0.00018575,0.00018575,0.00018575
174,533.169,1.64697,0.84362,1.12006,0.51767,0.43705,0.44675,0.19817,2.17367,1.85716,1.5091,0.000179563,0.000179563,0.000179563
175,534.682,1.57972,0.80292,1.09679,0.55064,0.42865,0.44249,0.19341,2.1911,1.91869,1.51947,0.000173375,0.000173375,0.000173375
176,536.146,1.63285,0.81758,1.10362,0.55319,0.42559,0.43731,0.18917,2.20601,1.95645,1.53147,0.000167188,0.000167188,0.000167188
177,538.229,1.62161,0.80109,1.08302,0.53567,0.41623,0.43085,0.18341,2.22137,1.97666,1.54874,0.000161,0.000161,0.000161
178,539.816,1.62962,0.82039,1.10095,0.5324,0.41949,0.43288,0.18557,2.20476,1.96846,1.54094,0.000154812,0.000154812,0.000154812
179,541.192,1.60119,0.82061,1.09444,0.5217,0.42781,0.43914,0.19034,2.18452,1.93776,1.52949,0.000148625,0.000148625,0.000148625
180,542.628,1.59971,0.80386,1.09531,0.50049,0.44384,0.4498,0.19439,2.19199,1.89058,1.52504,0.000142437,0.000142437,0.000142437
181,544.102,1.62281,0.81421,1.09602,0.51704,0.43374,0.44478,0.19461,2.19141,1.889,1.52793,0.00013625,0.00013625,0.00013625
182,545.495,1.54783,0.79943,1.09784,0.52811,0.43261,0.45011,0.19859,2.18516,1.90032,1.528,0.000130062,0.000130062,0.000130062
183,546.975,1.6134,0.81411,1.09187,0.51088,0.45493,0.45687,0.20258,2.18113,1.89579,1.52738,0.000123875,0.000123875,0.000123875
184,548.576,1.66857,0.83884,1.09843,0.50415,0.46371,0.45585,0.20258,2.18152,1.91976,1.53089,0.000117687,0.000117687,0.000117687
185,550.01,1.62004,0.82176,1.09743,0.52336,0.44446,0.45798,0.20182,2.17838,1.9373,1.53348,0.0001115,0.0001115,0.0001115
186,551.483,1.57388,0.79782,1.09639,0.51871,0.45662,0.45741,0.2017,2.18181,1.93637,1.53728,0.000105312,0.000105312,0.000105312
187,553.655,1.60794,0.80224,1.0899,0.51285,0.46319,0.4544,0.20009,2.18429,1.92436,1.53388,9.9125e-05,9.9125e-05,9.9125e-05
188,555.077,1.5758,0.80023,1.08488,0.52568,0.45436,0.45692,0.20071,2.19421,1.90252,1.53202,9.29375e-05,9.29375e-05,9.29375e-05
